pre-detoxed,detoxed_text,toxicity,severe_toxicity
"those citizens of this nation of inherited freedoms who choose not to cast a vote voice is not heard you say

oh contra contra their voice is heard loud and clear if you choose not to vote your heard loud and clear  you dont care you are voting by default blessed is the silent majority for those who do vote the less opposition the more power of their vote casted will have  

cant fix stupid but we are electing them to public office due in large part to the silent majority who choose not to vote

to my fellow citizens who choose not to vote i suggest that you find another excuse for not voting voice not being heard is an alternate fact suggestion offered dog ate my ballot",Those citizens of this nation of inherited freedoms who choose not to cast a vote voice is not heard.,0.8333333333333333,0.0
not to take anything away from their collective suffering but his statementthe stupidity and evil of the haqqani networks kidnapping of a pilgrim might have included a reference to his own stupidity for taking his very vulnerable wife and unborn child over there in the first place,not to take anything away from their collective suffering but his statementthe badness of the haqqani networks kidnapping of a pilgrim might have included a reference to his own actions for taking him very vulnerable wife and unborn child over there in the first place,0.6714285714285714,0.0285714285714285
how long have you been such a coward  isnt it embarrassing to be scared of so many things,how long have you been such a coward  isnt it embarrassing to be scared of so many things,0.525,0.0375
just like barrry watson of park orchards who assaulted up to 80 kids just google him for articles,just like barrry watson of park orchards who assaulted up to 80 kids just google him for articles,0.125,0.0
leftist arguments are so ridiculous are you trolling or actually serious,leftist arguments are so ridiculous are you trolling or actually serious,0.7068965517241379,0.0172413793103448
you dont have to be a psychiatrist to diagnose the obvious  potus is off his rocking chair  period,you dont have to be a psychiatrist to diagnose the obvious  potus is off his rocking chair  period,0.2258064516129032,0.0161290322580645
unadulterated racism if youre brownskinned your canadian citizenship notwithstanding be prepared to be turned away at the border   their country had different rules up until recently now they have a new master their rules  what insidious racist hooey,unadulterated racism if youre brownskinned your canadian citizenship notwithstanding be prepared to be turned away at the border   their country had different rules up until recently now they have a new master their rules.,0.475,0.0125
i see their share price is up proof positive that people are ineffably stupid having been suckered as taxpayers thanks justin dimwit they are now making additional voluntary contributions to the bombardier family,i see their share price is up proof positive that people are wrong having been suckered as taxpayers thanks justin dimwit they are now making additional voluntary contributions to the bombardier family,0.6125,0.0125
"

vicepresident mike pence and kansas secretary of state kris kobach will lead the commission

this will no doubt as impartial commission as we have seen in the history of the united  states right right

just when you think the idiot trump cant get any more stupid he pulls another piece of crap and does so wit a straight face

",vice president mike pence and kansas secretary of state kris kobach will lead the commission.this will no doubt as impartial commission as we have seen in the history of the united  states right right now.just when you think trump cant get any more bad he does so with a straight face.,0.8552631578947368,0.0526315789473684
the parallels between the anc and the sicilian mafia are glaring the anc has always been run by a few families who treat the state as turf  as just one big piggy bank for their selfenrichment the government basically believes we all just work for them they arent a democratic government at all but use the appearances of democracy to give their entitlement practices a mask of legitimacy the poor and ignorant have been fooled for so long but people are slowly coming to the anc for what it is a selfserving mafia,"The parallels between the anc and the sicilian mafia are glaring,the anc has always been run by a few families who treat the state as just one big piggy bank for their selfenrichment the government basically believes we all just work for them they arent a democratic government at all but use the appearances of democracy to give their entitlement practices a mask of legitimacy the poor and ignorant have been fooled for so long but people are slowly coming to see what it is.",0.8333333333333333,0.0
and now we have trumpnadians who are quite comfortable with the racist alt right  his disease is spreading,and now we have trumpnadians who are quite comfortable with the racist alt right  his disease is spreading,0.459016393442623,0.0491803278688524
facts never mean a thing to brain washed liberals like this lunatic dante,Fact never mean a thing to brain washed liberals like this.,0.7592592592592593,0.037037037037037
i have don nom de lantinos politicallyincorrect 420 gba  just not to you,i have don nom de lantinos politically incorrect 420 gba  just not to you,0.0909090909090909,0.0
weaponized in the minds of ignorant people,weaponized in the minds of ignorant people,0.6875,0.0
"is that how teslas work i always suspected it was just midgets peddling really fast
damn you elon",is that how teslas work i always suspected it was just midgets peddling really fast.,0.8,0.0875
because people tend to be emotiondriven idiots which is why politicians and activists are always aiming at your heartstrings,because people tend to be emotion driven which is why politicians and activists are always aiming at your heartstrings,0.807017543859649,0.0526315789473684
"intel community how can we work for a president who undermines our work

days before taking office he compared americas spies to adolf hitlers gestapo

american spies do not like having their work dismissed by the president nor do they appreciate comparisons to nazi germany

former cia director john brennan made it clear the person who said that should be ashamed of himself brennan said

coats predecessor gen james clapper called trumps comments a terrible insulting affront  completely inappropriate

trumps opinions are out of step with the conclusions of the agencies he is supposed to be leading

not surprising in a treasonous traitor",intel community how can we work for a president who undermines our work on stubbor days before taking office he compared americas spies to adolf hitlers gestapo.not surprising in a bad person. American spies do not like having their work dismissed by the president nor do they appreciate comparisons to nazi germany.,1.0,0.0
hit em low,hit em low,0.5230769230769231,0.0923076923076923
good bye loserthank god he is finally goneim sure cheeto will find a job for ol bill,good bye guythank god he is finally goneim sure cheeto will find a job for ol bill,1.0,0.0
"trump tugged in different directions

love the asian prostitute reference im sure the appointments are set what would have been a nice headline for his golden shower escapades with russian prostitutes trump showered with hospitality or trump lies washed clean",trump tugged in different directions love the asian prostitute reference im sure the appointments are set what would have been a nice headline for his golden shower escapades with russian prostitutes trump showered with hospitality or trump lies washed clean,0.6578947368421053,0.0657894736842105
i just luv the  hands off my pfd idiots as if they earned it get rid of it and the crime rate will drop 60 get rid of these phony imported posers,I just luv the  hands off my pfd as if they earned it get rid of it and the crime rate will drop 60get rid of these phony imported posers.,0.7241379310344827,0.0344827586206896
spoken like the true libtard you are  hahahaha libtard,spoken like the true libtard you are,0.2115384615384615,0.0
"yesterdays losers
lynch
comey
bill clinton
the dnc
congressional democrats
russia haters",yesterdays losershillary clintonThe dncporate democrats are not good.,0.4328358208955224,0.0
that is an ignorant comment neanderthals werent even modern humans probably the looked more like australian aborigines but no one knows one things for sure they didnt look like any people today,that is an ignorant comment neanderthals werent even modern humans probably the looked more like australian aborigines but no one knows one things for sure they didnt look like any people today,0.6447368421052632,0.0263157894736842
nonsense grow up use your intellect,grow up use your intellect,0.328125,0.0
dont be stupid i can write a book that great depression killed 100 millions americans  you live in propaganda,dont be stupid i can write a book that great depression killed 100 millions americans  you live in propaganda,0.9090909090909092,0.0227272727272727
spin it any way you want but the majority of the american people didnt vote for this narcissistic buffoon he lost that one by a landslide,spin it any way you want but the majority of the american people didnt vote for him by a landslide,0.6774193548387096,0.0
"trudeau must be lining up for selfies in his yoga pants as we speak
you now this is april fools joke right
no idiot would go to chequesrus  stan without good cause 
the real question is why
look up the words useful idiot on google
it becomes clearer 
trust me","trudeau must be lining up for selfies in his yoga pants as we speak.you now this is a joke right?no one would go to chequesrus  stan without good cause,the real question is why look up the words useful on google it becomes clearer i'm sure you will find it very clear",0.7540983606557377,0.0327868852459016
"wanna know the true meaning of backfire just eat some of bks food
still not as bad as taco belch",wanna know the true meaning of backfire just eat some of bks foodstill not as bad as taco belch,0.0714285714285714,0.0
no more chinese please,no more chinese please,0.8333333333333333,0.0
no it didnt youre a confused liberal seal and a liar clap clap clap,no it didnt youre a confused liberal seal and a liar clap clap,0.25,0.0
travis you dont like that i called out carlos tree service for cutting down my trees everything out of your mouth proves why carlos tree service is now in the spotlight for bad behavior and lousy attitude you appear to be one of their employees and you act like a disrespectful brat keep running your mouth everybody is getting the picture of you very clearly,travis you dont like that i called out carlos tree service for cutting down my trees everything out of your mouth proves why caros tree service is now in the spotlight because you appear to be one of their employees and you act disrespectfully.You don't speak with a clear mind everybody is getting the picture of you very clearly,0.4137931034482759,0.0517241379310344
youre a misogynist,You are not good.,0.6428571428571429,0.0
justin trudeau is a true piece of dog dung a real embarrassment to most of us canadians we apologize for our pm to our american friends,justin trudeau is a real embarrassment to most of us canadians we apologize for our pm to our american friends,0.5789473684210527,0.0526315789473684
antiflouriders are in the same boat as antivaxers damned stupid,Antiflouriders are in the same boat as antivaxers.,0.7777777777777779,0.0694444444444444
i live in an area that saw major flood damage in 2013 including areas that were very unexpected trumps reversal is just plain stupid,i live in an area that saw major flood damage in 2013 including areas that were very unexpected trumps reversal is not good.,0.796875,0.0
maybe you fringe lunatics can hijack another country for your inane attempt to create your right wing utopia until then be prepared to fight your fellow countrymen,maybe you can hijack another country for your inane attempt to create your right wing utopia until then be prepared to fight your fellow countrymen,0.5714285714285714,0.0
actually it were the red states that let america down  i mean come on  how could anyone vote for the town butcher to perform brain surgery this really has nothing to do with being liberal or conservative but rather intelligence and knowledge vs ignorance and plain stupidity  stupidity won  congratulations trump supporters,actually it were the red states that let america down  i mean come on  how could anyone vote for the town butcher to perform brain surgery this really has nothing to do with being liberal or conservative but rather intelligence and knowledge vs plain stupidity  won  congratulations trump supporters,0.6625,0.0125
give her another majority and youll see,give her another majority and youll see,0.1428571428571428,0.0
trump has been an anomaly at the best since ive watched his antics in the 80s  thirty years of stupid pet tricks that always had me wondering how anyone would even think about doing a real estate deal with him  turns out that was just part of the total dysfunctional package  and lisa has seen the same crass insulting low brow antics we have for the last year and a half  the groper old party has done itself in largely due to the silence of those like our three horsemen  pathetic,trump has been an anomaly at the best since ive watched his antics in the 80s  thirty years of bad pet tricks that always had me wondering how anyone would even think about doing a real estate deal with him  turns out that was just part of the total dysfunctional package  and lisa has seen the same insulting low brow antics we have for the last year and a half  the groper old party has done itself in largely due to the silence of those like our three horsemen  pathetic,0.7894736842105262,0.0175438596491228
bells attorney jeffrey griffith said bell is looking forward to fighting the allegations   yeah ill bet hes looking forward to itjust like going to the dentist or having a colonoscopy  such stupid lawyer talk,bells attorney jeffrey griffith said bell is looking forward to fighting the allegations   yeah ill bet hes looking forward ti itjust like going to the dentist or having a colonoscopy  such lawyer talk,0.8333333333333333,0.0555555555555555
"the rednecks and morons who elected trump are in their glory 

is that you hillary clinton",the people who elected trump are in their glory тАЬHillary Clinton is that you hillary clinton.,0.7162162162162162,0.054054054054054
rr definitely a heavy boozer rum dumb,rr definitely a heavy boozer rum,0.7884615384615384,0.0192307692307692
elaine marie jeffers sounds like a sociopath ,Elaine marie jeffers sounds like unsuitable person.,0.8,0.0
the water is just fine as is the air  those that work in the oil industry drink the same water and breath the same air as do their families  dont fall for the hype by those who make money off the anti this and anti that crap  lawyers will keep us safe as those harmed by industries will sue the hell out of the alleged offenders  its all good  calm down  we dont need a colossal sized government with government officials that know nothing about the areas they regulate,the water is just fine as is the air  those that work in the oil industry drink the same water and breath the same air as do their families  dont fall for the hype by those who make money off the anti this and anti that  lawyers will keep us safe as those harmed by industries will sue them  its all good  calm down  we dont need a colossal sized government with government officials that know nothing about the areas they regulate,0.9,0.1
ok i finally understandthat evil wench hillary framed trumpwow  gary crum,ok i finally understand that hillary framed trumpwow gary crum,0.3283582089552239,0.0
brasil nobody cares  third world rubbish country the direction in which hawaii is also going,brasil nobody cares  third world country the direction in which hawaii is also going,0.7125,0.025
democrats and libs are simply communists with that out of the way why would you ever want to agree with them or their policies oh the person calling you a racist is the racist it is an old trick,democrats and libs are simply communists with that out of the way why would you ever want to agree with them or their policies oh the person calling you a racist is the racist it is an old trick,0.2539682539682539,0.0
agree but i have to say that the jokers in charge of this state are hardly democrats  the selfinterested monocrats that run this state into the ground are an unique blend of arrogance incompetence and treachery,agree but i have to say that the people in charge of this state are hardly democrats  the selfinterested monocrats that run this state into the ground are a unique blend of arrogance and treachery,1.0,0.0
what describes you  idiot dufus stupid dumpy etc  not name calling just describing your behavior and thinking,what describes you? not name calling just describing your behavior and thinking,0.9298245614035088,0.087719298245614
you know not everyone in rural alaska are poor and forced to shit in honey buckets  just sayin,you know not everyone in rural alaska are poor and forced to live in honey buckets  just sayin,0.4057971014492753,0.0144927536231884
pretty dumb to make enemies of the intelligence and judiciary branchescould be some interesting leaks coming up,pretty bad to make enemies of the intelligence and judiciary branchescould be some interesting leaks coming up,0.6166666666666667,0.0
i  hope karma comes back to bite you,i  hope karma comes back to bite you,0.375,0.025
"rep steve king of iowa is a heartless bastard anyone willing to deport a person who was brought here as a child grew up in america and knows no other country is unfit to be a lawmaker 
sen grahams proposal is fair and consistent with american values it should be adopted by congress",rep steve king of iowa is a heartless person anyone willing to deport a person who was brought here as a child grew up in america and knows no other country is unfit to be a lawmaker .sen grahams proposal is fair and consistent with american values it should be adopted by congress,0.4868421052631579,0.0131578947368421
for crying out loud this is why people distrust the media the headline is totally misleading clickbait xi jinping makes donald trump look like a neophyte even the body of the article notes that china welcomes only one kind of trade if you are buying from them the editors should be ashamed,For crying out loud this is why people distrust the media the headline is totally misleading clickbait xi jinping makes donald trump look unsuitable even the body of the article notes that china welcomes only one kind of trade if you are buying from them the editors should be ashamed,0.1428571428571428,0.0
there are some incredibly stupid people on this planet,there are some incredibly unintelligent people on this planet,0.8653846153846154,0.0576923076923077
this guy should be sentenced to a senior home and tied to a bedpan so the seniors can het on him all day every day  pilau this guy,This guy should be sentenced to a senior home and tied to a bedpan so the seniors can stay with him all day.,0.4729729729729729,0.0405405405405405
"no worries 

this guy is a coward just like all bullies 

besides he doesnt know how to actually get anything done just blister menace and grope as long as he holds some kind of power over people

besides hes got such a short attention span hes already on to the next golfing trip",No worries тАЬthis guy is just like all bullies ├▒▒besides he doesnt know how to actually get anything done just blister menace and grope as long as he holds some kind of power over people ─▒▒ besides hes got such a short attention span he already on to the next golfing trip.,0.5405405405405406,0.0135135135135135
ot wins should only count in the playoffs  dumbest rule change ever  whats wrong with a tie  at least fifa keeps it pure,ot wins should only count in the playoffs  dumbest rule change ever  whats wrong with a tie  at least fifa keeps it pure,0.3787878787878788,0.0151515151515151
go west young man go west where the legal jobs for legal murcans are  git er done murcia trump done got youuns the jobs youuns lected him to git  yall farmers shut thell up you younguns git to californy,go west young man go west where the legal jobs for legal murcans are  git er done murcia trump done got youuns the jobs youuns lected him to git  yall farmers get back to californy.,0.2972972972972973,0.0
anyone who supports a convicted terrorist and murderer who fought against canada and our allies with the taliban should be embarrassed to call themselves canadian khadr was sleep deprived boo hoo what about the canadian soldiers who were killed in afghanistan what about the ieds khadr was filmed building omar khadr is a traitor and a canadian by passport only he had spent a total of 15 months in canada prior to his capture while fighting alongside likeminded taliban cowards the entire khadr family is an embarrassment to canada and so is this payout khadr is owed nothing canada looks like a pathetic joke among our allies,Anyone who supports a convicted terrorist and murderer who fought against Canada and our allies with the taliban should be embarrassed to call themselves canadian khadr was sleep deprived boo hoo what about the canadian soldiers who were killed in afghanistan what about them that was filmed building omarkhadr is a canadian by passport only he had spent a total of 15 months in canada prior to his capture while fighting alongside likeminded taliban.,0.6216216216216216,0.0135135135135135
"as long as your willing to pay a lot more for products you buy then fine
but you better not be going to costco and walmart to buy stuff because its cheaper
if so we get to call you a hypocritical wanker","As long as you're willing to pay a lot more for products you buy then fine,but you better not be going to costco and walmart to buy stuff because it's cheaper.if so we get to call you hypocritical.",1.0,0.2
complete and utter nonsense,complete and utter nonsense,0.46875,0.015625
she is delusional russia imho only has interest in stirring up trouble within the us government for fun and to make us look divided and stupid why would they want to get rid of mw,she is delusional russia imho only has interest in stirring up trouble within the us government for fun and to make us look bad why would they want to get rid of mw,0.75,0.015625
"another brilliant lefty who has chosen to ruin his life for a petty political prank

what are these knuckleheads learning in school  it certainly isnt common sense",another brilliant lefty who has chosen to ruin his life for a political prank.what are these people learning in school  it certainly isnt common sense,0.8333333333333333,0.0
he is our brother but he isnt our president  he is an intellectual and moral imbecile  he is also a russian agent,"He is our brother but he isn't our president, he is an intellectual and moralist. He is also a russian agent.",0.7384615384615385,0.0923076923076923
there is silly very silly and the govt of ontario,there is no good govt of Ontario,0.9,0.1
a rock has more mental horsepower than the indubitably ignorant and more integrity as well theyre largely very dishonest people who repeat the same lies over and over just like their  hero,a rock has more mental horsepower than the indubitably ignorant and more integrity as well theyre largely very dishonest people who repeat the same lies over and over just like their  hero,0.8,0.1
"what i remember most about these floods is the incredible stupidity on the part of sightseers

i saw people duck under the police line  do not cross tape we had strung along bear creek in jeffco to go down and get a better look at the water  i even caught one idiot with his twoyear old child toddling around the bank next to the rushing water

i asked several people that i caught on the wrong side of the tape you just ducked under tape that says police line  do not cross  what do you expect me to do with this  you do realize that i could arrest you

dumb sullen looks in response  apparently i was the bad guy",what i remember most about these floods is the incredible insincerity on the part of sightseers.i saw people duck under the police line  do not cross tape we had strung along bear creek in jeffco to go down and get a better look at the water  i even caught one guy with his twoyear old child toddling around the bank next to the rushing water  apparently i was wrong,0.65625,0.015625
not necessarily stupid  willfully ignorant is more likely  thats why the average trump supporter knows zero about the green economy and truly believes coal is coming back under trump,not necessarily  willfully ignorant is more likely  thats why the average trump supporter knows zero about the green economy and truly believes coal is coming back under trump,0.71875,0.015625
